date,season,day,publicholiday,dailyload
24-10-2018,Autum,Weekday,no,771088
25-10-2018,Autum,Weekday,no,734145
26-10-2018,Autum,Weekend,yes,580007
27-10-2018,Autum,Weekend,no,613913
28-10-2018,Autum,Weekend,no,592458
29-10-2018,Autum,Weekday,no,732168
30-10-2018,Autum,Weekday,no,729791
31-10-2018,Autum,Weekday,no,727926
01-11-2018,Autum,Weekday,yes,600088
02-11-2018,Autum,Weekend,no,664752
03-11-2018,Autum,Weekend,no,616683
04-11-2018,Autum,Weekend,no,572792
05-11-2018,Autum,Weekday,no,729288
06-11-2018,Autum,Weekday,no,734415
07-11-2018,Autum,Weekday,no,735783
08-11-2018,Autum,Weekday,no,748887
09-11-2018,Autum,Weekend,no,736374
10-11-2018,Autum,Weekend,no,637030
11-11-2018,Autum,Weekend,no,581046
12-11-2018,Autum,Weekday,no,742933
13-11-2018,Autum,Weekday,no,760984
14-11-2018,Autum,Weekday,no,757194
15-11-2018,Autum,Weekday,no,767891
16-11-2018,Autum,Weekend,no,769166
17-11-2018,Autum,Weekend,no,691698
18-11-2018,Autum,Weekend,no,670982
19-11-2018,Autum,Weekday,no,857862
20-11-2018,Autum,Weekday,no,840173
21-11-2018,Autum,Weekday,no,822492
22-11-2018,Autum,Weekday,no,818956
23-11-2018,Autum,Weekend,no,807667
24-11-2018,Autum,Weekend,no,694476
25-11-2018,Autum,Weekend,no,651348
26-11-2018,Autum,Weekday,no,839749
27-11-2018,Autum,Weekday,no,874166
28-11-2018,Autum,Weekday,no,880159
29-11-2018,Autum,Weekday,no,876313
30-11-2018,Autum,Weekend,no,846677
01-12-2018,Winter,Weekend,no,734530
02-12-2018,Winter,Weekend,no,683356
03-12-2018,Winter,Weekday,no,817215
04-12-2018,Winter,Weekday,no,812777
05-12-2018,Winter,Weekday,no,820961
06-12-2018,Winter,Weekday,no,828407
07-12-2018,Winter,Weekend,no,788393
08-12-2018,Winter,Weekend,yes,684211
09-12-2018,Winter,Weekend,no,658352
10-12-2018,Winter,Weekday,no,831486
11-12-2018,Winter,Weekday,no,874610
12-12-2018,Winter,Weekday,no,889203
13-12-2018,Winter,Weekday,no,900732
14-12-2018,Winter,Weekend,no,883155
15-12-2018,Winter,Weekend,no,780927
16-12-2018,Winter,Weekend,no,727796
17-12-2018,Winter,Weekday,no,865444
18-12-2018,Winter,Weekday,no,860843
19-12-2018,Winter,Weekday,no,852757
20-12-2018,Winter,Weekday,no,827776
21-12-2018,Winter,Weekend,no,779643
22-12-2018,Winter,Weekend,no,684811
23-12-2018,Winter,Weekend,no,638646
24-12-2018,Winter,Weekday,no,641139
25-12-2018,Winter,Weekday,yes,628633
26-12-2018,Winter,Weekday,yes,633075
27-12-2018,Winter,Weekday,no,689185
28-12-2018,Winter,Weekend,no,692798
29-12-2018,Winter,Weekend,no,677797
30-12-2018,Winter,Weekend,no,644679
31-12-2018,Winter,Weekday,no,652041
